ts	imei	mwra	c.android.gm	c.katana	c.android.youtube	c.dogalize	c.android.chrome	c.updateassist	c.UCMobile.x86	c.UCMobile.intl	c.raider	c.android.vending
2018-05-07 13:00:00	359043379931766874	1.00000	8.39192	13.15216	13.25933	10.58977	11.27132	0.00261	49.81589	32.19034	56.19938	29.73508
2018-05-07 13:01:00	8630330696303481743	0.00000	10.26973	6.02798	7.85333	11.84694	12.26612	0.02137	65.89084	99.36668	56.47281	29.78218
2018-05-07 13:02:00	8630330696303481727	0.00000	10.35952	6.83419	5.99795	10.14507	14.53576	0.02528	46.27174	50.60923	49.71489	78.48478
2018-05-07 13:03:00	359043379931766106	0.00000	9.47693	10.91460	7.77952	12.88319	12.66614	0.43720	47.77236	98.49082	75.36696	64.11704
2018-05-07 13:04:00	8630330696303481305	1.00000	5.58458	9.14794	9.09992	15.23589	8.51119	0.01215	57.25451	83.64875	16.24520	13.88992
2018-05-07 13:05:00	3590433799317661602	0.00000	11.12361	8.24720	8.61413	9.17481	11.83799	0.01195	52.27560	71.46143	16.70414	73.72238
2018-05-07 13:06:00	359043379931766346	0.00000	14.11646	10.21589	6.44143	8.07968	9.91912	0.09203	46.85748	2.35695	1.22376	4.89898
2018-05-07 13:07:00	359043379931766981	1.00000	8.66169	17.95115	13.60125	13.61532	11.25385	0.00085	63.24118	49.94619	7.39805	32.29920
2018-05-07 13:08:00	359043379931766726	0.00000	7.34807	7.91995	8.12471	7.23389	15.18643	0.20596	40.37131	81.23101	55.23458	36.70775
2018-05-07 13:09:00	863033069630348420	0.00000	12.92525	8.33288	11.37816	12.23458	14.49766	0.19329	38.03862	93.63574	70.44884	74.49880
2018-05-07 13:10:00	3590433799317662352	0.00000	14.23279	7.85895	7.49362	12.42076	11.09451	0.74087	73.77675	0.16314	75.08807	0.01570
2018-05-07 13:11:00	863033069630348123	1.00000	10.77989	8.98030	13.05501	16.73011	5.82994	0.00337	60.86299	99.79436	59.52782	6.94712
2018-05-07 13:12:00	3590433799317662287	1.00000	5.80339	12.43032	15.56608	12.08598	10.87227	0.01078	48.62085	51.89316	10.59531	37.65197
2018-05-07 13:13:00	8630330696303481073	0.00000	13.88071	8.81946	8.72349	11.21270	10.71480	0.30119	52.98968	51.35405	75.39357	88.65695
2018-05-07 13:14:00	863033069630348099	1.00000	8.33317	10.11192	11.91912	10.73315	13.68461	0.00253	59.12406	57.67757	28.25491	22.53060
2018-05-07 13:15:00	3590433799317662071	0.00000	13.01700	8.52613	12.12037	6.99413	10.80791	0.77409	64.14596	32.95243	6.69690	87.32679
2018-05-07 13:16:00	3590433799317661735	0.00000	11.44286	9.96403	6.55953	15.67143	16.51080	0.16546	62.91184	26.49143	39.69954	25.22799
2018-05-07 13:17:00	863033069630348909	0.00000	6.90052	9.43404	11.60370	10.66700	11.66496	0.00149	53.91912	51.23486	59.58252	31.53041
2018-05-07 13:18:00	359043379931766577	1.00000	8.35546	10.09933	9.13756	13.75788	11.71410	0.00222	51.79569	13.60815	93.09587	31.42980
2018-05-07 13:19:00	3590433799317662428	0.00000	12.45713	9.16186	11.27299	11.00239	14.18973	9.76806	61.74675	26.34844	84.68197	27.19396
2018-05-07 13:20:00	3590433799317661636	1.00000	7.39272	9.52229	12.22026	6.84838	9.95514	0.00463	37.44985	19.59156	74.60947	70.41269
2018-05-07 13:21:00	863033069630348719	0.00000	9.14606	13.57867	8.16470	8.74462	13.57509	0.00042	39.71423	99.13803	36.31396	56.04740
2018-05-07 13:22:00	3590433799317661230	0.00000	10.90810	7.61228	9.87827	13.08428	12.50631	0.04211	55.07267	1.13684	15.41324	47.94008
2018-05-07 13:23:00	359043379931766924	1.00000	9.90999	7.84771	13.66271	13.18494	6.50769	0.00072	47.23834	0.53950	14.55437	71.02719
2018-05-07 13:24:00	359043379931766627	1.00000	8.78756	14.85154	16.23811	10.75105	10.79232	0.00193	47.32056	95.83816	87.36754	89.46225
2018-05-07 13:25:00	863033069630348545	0.00000	14.03963	7.25117	8.44881	8.52225	12.19040	0.66176	40.06565	88.44952	70.54304	13.44628
2018-05-07 13:26:00	8630330696303481248	0.00000	12.98726	11.61868	8.46940	11.38345	12.57761	0.06461	38.79309	15.01915	36.06135	29.50877
2018-05-07 13:27:00	3590433799317661909	0.00000	10.46731	6.70909	10.84542	6.51488	12.51648	1.26151	64.91693	77.92990	10.96064	15.89973
2018-05-07 13:28:00	8630330696303482204	0.00000	8.77666	12.71697	13.96254	8.65991	12.83841	0.00296	72.32214	25.47165	93.20670	77.93960
2018-05-07 13:29:00	3590433799317661164	1.00000	8.67205	12.99774	13.90161	11.27372	7.91978	0.10680	37.63021	79.36341	41.00473	64.26097
2018-05-07 13:30:00	8630330696303481156	0.00000	12.51006	7.46107	10.14548	8.55643	15.42123	0.21042	61.46242	39.28968	0.88020	26.61832
2018-05-07 13:31:00	8630330696303481818	1.00000	11.97309	7.29763	15.38545	14.17015	6.49408	0.00157	67.71515	5.63481	52.27643	71.75023
2018-05-07 13:32:00	8630330696303481628	1.00000	10.29230	12.91134	12.61185	11.17745	13.44967	0.00519	61.75114	36.37493	59.39518	94.22434
2018-05-07 13:33:00	8630330696303482410	1.00000	7.36021	12.95694	13.27091	8.28288	12.11141	0.00329	67.30538	47.15001	95.48329	76.15725
2018-05-07 13:34:00	3590433799317661792	0.00000	12.35034	11.49692	9.63647	13.25952	13.95283	2.03967	44.24071	82.00145	57.33856	16.62921
2018-05-07 13:35:00	3590433799317661008	0.00000	15.01060	6.44348	10.45285	10.47221	12.98075	0.03158	48.90354	18.88578	35.96583	12.49186
2018-05-07 13:36:00	3590433799317662477	0.00000	16.53825	3.89750	8.80023	13.12783	10.20965	0.01094	46.57072	24.54405	62.47039	60.22875
2018-05-07 13:37:00	3590433799317661545	0.00000	11.57143	12.22562	7.09045	13.75612	14.69711	0.08054	65.53890	75.52321	30.26180	64.77452
2018-05-07 13:38:00	3590433799317661172	0.00000	11.00453	9.90230	5.70154	7.96243	11.77206	0.00646	34.58134	56.97868	40.94468	72.25450
2018-05-07 13:39:00	8630330696303481149	0.00000	9.82433	7.92177	10.42922	13.09281	15.03215	0.66260	23.78647	12.20597	92.98579	41.08014
2018-05-07 13:40:00	359043379931766700	0.00000	13.98454	7.15754	11.15785	10.89945	13.73334	0.94688	66.83705	31.62764	3.91594	76.38631
2018-05-07 13:41:00	359043379931766585	1.00000	10.17888	7.15724	13.13735	14.56147	9.66997	0.00222	69.22829	0.40807	42.69189	3.00348
2018-05-07 13:42:00	863033069630348610	1.00000	15.98610	12.15861	10.39158	11.66627	13.60854	0.92908	62.22475	4.23991	62.32703	68.59908
2018-05-07 13:43:00	863033069630348867	0.00000	14.72934	6.92080	5.36942	13.29156	11.72840	0.00624	56.24632	71.04602	81.76001	71.97826
2018-05-07 13:44:00	3590433799317661891	0.00000	8.42956	15.95373	13.23988	6.97383	12.15590	0.00631	53.51541	90.59309	71.73352	25.30359
2018-05-07 13:45:00	3590433799317661628	1.00000	8.68497	16.79091	12.38196	9.32222	14.12276	0.00114	74.01764	85.42919	60.49962	51.92250
2018-05-07 13:46:00	863033069630348412	1.00000	7.36818	10.58586	11.86603	9.35561	10.85281	0.00477	39.73956	96.83875	2.01630	48.28745
2018-05-07 13:47:00	8630330696303481784	1.00000	10.50782	7.46371	10.98184	10.53073	9.95598	0.00334	69.07219	5.33733	67.03542	91.73170
2018-05-07 13:48:00	3590433799317661321	0.00000	12.77449	9.37758	6.63668	13.22646	12.86405	2.96074	55.68828	22.23963	13.86982	0.63124
2018-05-07 13:49:00	3590433799317661578	0.00000	8.26539	15.50471	15.24784	6.61762	17.65496	0.00426	36.12566	31.26177	63.43532	80.22737
2018-05-07 13:50:00	3590433799317661610	0.00000	11.44188	9.63792	12.31970	8.62893	12.20782	0.15512	45.45456	25.19864	19.40356	93.39086
2018-05-07 13:51:00	8630330696303481347	0.00000	11.37632	11.42938	8.03104	5.64651	8.97295	0.11152	63.10023	41.97278	46.23394	67.34329
2018-05-07 13:52:00	8630330696303481131	0.00000	13.45514	12.59391	13.15536	9.05237	9.00913	0.00551	43.15136	34.53181	70.77153	53.16438
2018-05-07 13:53:00	3590433799317661586	1.00000	10.19732	11.66512	11.30879	7.26697	15.07349	0.00129	61.85688	65.12917	0.58207	48.44530
2018-05-07 13:54:00	8630330696303482220	1.00000	7.42818	9.83611	12.54205	13.72422	9.31058	0.21772	48.40317	61.25691	61.34952	68.72251
2018-05-07 13:55:00	3590433799317661396	1.00000	10.28989	8.17862	13.42727	14.90827	8.72256	0.00108	53.57592	46.76179	62.43984	81.92092
2018-05-07 13:56:00	8630330696303482170	0.00000	10.87029	10.83049	8.11006	14.05330	14.36583	1.82437	51.88306	27.99474	56.11268	85.32828
2018-05-07 13:57:00	359043379931766072	1.00000	8.63604	12.74975	12.45045	9.02422	11.86735	0.00455	44.13612	4.77214	42.61455	53.41246
2018-05-07 13:58:00	8630330696303481610	1.00000	7.67333	8.47035	12.29782	10.53140	10.58538	0.00154	51.94384	68.71558	41.67795	61.12063
2018-05-07 13:59:00	863033069630348891	0.00000	8.49244	7.46630	7.75988	9.85427	12.04510	0.01813	41.49526	35.10624	25.11082	59.82653
2018-05-07 14:00:00	3590433799317662048	1.00000	6.81937	10.26040	13.89430	10.91593	8.73821	0.00074	61.48508	48.45166	54.31591	17.29696
2018-05-07 14:01:00	3590433799317662055	0.00000	12.92229	7.32356	15.24128	14.24239	5.49284	0.00053	49.55067	43.38042	89.14329	67.14649
2018-05-07 14:02:00	3590433799317661511	0.00000	12.20234	6.19790	8.51076	12.48983	10.28166	0.06506	63.57924	64.20691	50.90214	3.03643
2018-05-07 14:03:00	863033069630348008	0.00000	15.70542	11.86182	7.92497	9.96385	10.75367	0.02228	57.68704	40.05302	1.80790	48.67731
2018-05-07 14:04:00	3590433799317661396	1.00000	9.50796	14.65596	12.25963	9.52122	12.93917	0.00098	49.79912	57.22778	30.47861	58.38151
2018-05-07 14:05:00	359043379931766775	0.00000	9.31866	14.66252	10.44561	11.60195	11.93202	0.00698	77.64299	60.82941	90.65925	90.07323
2018-05-07 14:06:00	3590433799317662089	0.00000	13.08717	6.26574	4.72220	16.25201	11.12799	0.04532	50.56261	24.57268	55.50018	54.07981
2018-05-07 14:07:00	3590433799317662253	0.00000	10.62426	8.32091	7.26622	12.92249	9.85302	0.11984	64.41765	15.68912	1.52142	58.52806
2018-05-07 14:08:00	3590433799317661172	0.00000	12.14779	10.12605	5.34850	5.79370	10.24472	0.13690	64.03097	96.49819	30.53648	99.70379
2018-05-07 14:09:00	3590433799317661727	0.00000	11.51416	6.96404	7.43511	8.69557	11.89593	0.77125	44.86211	67.56545	29.57527	21.26303
2018-05-07 14:10:00	359043379931766924	1.00000	13.52130	10.28692	11.25242	12.38883	14.56426	0.34756	29.02171	90.95968	0.08871	83.88350
2018-05-07 14:11:00	863033069630348966	1.00000	5.93951	12.90583	11.15346	14.25173	7.42493	0.00523	58.26988	8.47430	59.41663	85.47629
2018-05-07 14:12:00	8630330696303482261	1.00000	8.98164	10.35489	14.00547	10.44274	9.11682	0.02057	34.37855	89.27936	32.94410	5.90458
2018-05-07 14:13:00	3590433799317661982	1.00000	5.96496	14.65941	15.12521	5.29665	12.31170	0.00490	34.02714	39.08705	0.08489	85.29632
2018-05-07 14:14:00	3590433799317662303	0.00000	8.73900	15.00359	6.26040	14.02406	17.19373	0.14497	32.04867	98.18986	66.62282	66.52635
2018-05-07 14:15:00	863033069630348040	0.00000	9.74105	9.92495	7.09485	13.91652	14.18687	0.01323	35.63642	61.41921	55.11580	42.90865
2018-05-07 14:16:00	8630330696303481040	1.00000	8.17526	10.84254	10.41222	6.54115	11.42555	0.00556	68.34113	82.55772	96.92703	80.64937
2018-05-07 14:17:00	359043379931766015	1.00000	6.97103	13.24652	18.27382	9.86773	11.28583	0.00348	60.86457	42.69716	63.67606	10.44899
2018-05-07 14:18:00	8630330696303482071	0.00000	12.23950	6.43795	8.15319	10.83765	8.56973	0.00169	79.65605	44.76305	14.49672	63.72454
2018-05-07 14:19:00	3590433799317661420	1.00000	8.32317	9.91339	10.18540	10.51102	7.97339	0.01332	55.17706	31.05280	59.31528	55.56728
2018-05-07 14:20:00	863033069630348156	1.00000	7.97743	10.84341	12.67727	14.02628	8.97822	0.00610	61.08693	13.40385	29.31201	67.86236
2018-05-07 14:21:00	863033069630348826	1.00000	3.82506	12.84115	11.44556	13.39618	9.97120	0.00363	57.58832	47.51502	21.63826	49.18237
2018-05-07 14:22:00	359043379931766312	1.00000	10.61198	6.28894	9.98859	12.56446	13.74233	0.52685	49.05585	46.33983	51.26377	82.21346
2018-05-07 14:23:00	8630330696303481065	1.00000	10.68741	15.80454	14.17434	9.21993	12.74465	0.00391	38.99876	93.31678	23.62405	36.25958
2018-05-07 14:24:00	3590433799317661107	1.00000	10.13636	12.49674	13.85644	8.77560	13.14837	0.00094	47.73043	56.83793	65.95210	49.74458
2018-05-07 14:25:00	8630330696303482410	1.00000	5.41483	12.29865	12.55186	14.66833	9.21122	0.00709	63.38954	92.80538	83.28341	14.44400
2018-05-07 14:26:00	3590433799317661933	1.00000	4.63887	11.02444	10.45980	9.63474	12.28769	0.00210	42.31965	88.33830	42.32303	87.07801
2018-05-07 14:27:00	8630330696303481172	0.00000	10.67993	7.31239	8.93569	11.23480	13.27271	0.23037	40.16809	82.76732	85.81687	63.74458
2018-05-07 14:28:00	359043379931766130	0.00000	13.92902	9.58417	8.53987	9.39274	11.31685	0.03377	46.41590	41.10697	85.39000	44.68698
2018-05-07 14:29:00	359043379931766130	0.00000	10.12020	6.36724	10.40613	14.94439	8.73266	0.00816	49.22333	15.81514	98.98809	33.92024
2018-05-07 14:30:00	3590433799317661941	0.00000	12.74173	8.26197	8.16567	8.30164	11.66532	0.29473	36.65282	83.20720	82.27774	34.62689
2018-05-07 14:31:00	3590433799317662154	1.00000	12.20964	9.96461	7.42564	5.39380	14.41338	0.00063	59.49711	55.25281	16.04956	99.62848
2018-05-07 14:32:00	8630330696303482212	1.00000	11.03914	7.49928	11.66566	12.94169	6.87042	0.00087	60.04524	91.21575	78.24677	11.65032
2018-05-07 14:33:00	3590433799317661206	0.00000	12.89413	9.21802	5.93725	10.13557	12.22373	0.01954	60.38180	27.42984	27.57696	86.99941
2018-05-07 14:34:00	359043379931766510	1.00000	8.50228	6.73958	11.92754	10.86093	8.82948	0.00099	56.33546	92.94999	82.81118	18.73400
2018-05-07 14:35:00	3590433799317661057	0.00000	18.12787	10.63451	9.91700	12.41830	15.23505	0.31323	50.73043	15.67804	50.54208	53.05172
2018-05-07 14:36:00	3590433799317661271	1.00000	7.10426	16.05142	12.58316	5.31167	14.89167	0.00114	54.45963	75.92481	15.76580	66.26693
2018-05-07 14:37:00	8630330696303481891	1.00000	9.61880	12.77724	10.23339	9.02099	16.81764	0.00092	46.87851	37.12561	2.91073	17.76877
2018-05-07 14:38:00	359043379931766726	1.00000	11.44168	4.39096	11.71094	14.34454	8.00284	0.00053	42.72145	36.49734	59.22950	77.07635
2018-05-07 14:39:00	863033069630348479	1.00000	10.11701	7.57515	11.75485	13.47141	8.31454	0.00538	59.58255	0.61429	95.00903	34.57463
2018-05-07 14:40:00	3590433799317661370	1.00000	8.34363	15.80204	9.36699	8.89735	13.47324	0.00360	43.95412	23.33812	70.01843	11.88128
2018-05-07 14:41:00	863033069630348941	0.00000	15.68373	6.94910	9.61893	11.57609	11.99220	0.22852	44.64783	62.38808	65.64907	55.63028
2018-05-07 14:42:00	8630330696303482279	0.00000	16.27183	7.36075	7.27677	12.95367	12.21575	0.00424	47.07883	28.98118	35.03726	84.54054
2018-05-07 14:43:00	8630330696303481735	1.00000	8.65851	10.02734	14.54619	11.82575	9.72521	0.00137	43.21323	49.95909	71.90444	22.73083
2018-05-07 14:44:00	8630330696303482204	0.00000	7.35993	9.71921	8.84481	13.73944	10.34231	0.22248	31.65336	72.83327	28.41513	25.93353
2018-05-07 14:45:00	3590433799317662444	1.00000	8.28895	15.69720	13.04735	12.07526	16.35786	0.00063	73.81534	6.52466	57.45771	33.29832
2018-05-07 14:46:00	8630330696303482154	1.00000	6.00790	9.63310	9.18465	8.48104	11.78216	0.00100	65.72302	89.66565	83.05884	23.40032
2018-05-07 14:47:00	3590433799317661776	1.00000	8.85516	8.29799	15.27899	12.80243	6.82428	0.01400	71.13577	80.32772	65.54412	98.45205
2018-05-07 14:48:00	3590433799317661842	0.00000	7.57212	9.65257	15.00566	12.41839	7.23581	0.00323	54.33231	96.20108	58.13785	26.81686
2018-05-07 14:49:00	8630330696303481016	1.00000	11.42261	4.55161	7.11375	10.25484	12.11068	0.02066	58.87426	31.55999	20.33764	77.62690
2018-05-07 14:50:00	8630330696303481693	1.00000	8.56167	10.47789	12.68602	11.55082	8.62153	0.01012	48.28121	41.15270	90.81793	91.41957
2018-05-07 14:51:00	359043379931766130	0.00000	16.32341	10.49384	10.77290	10.98537	10.66845	0.17105	39.94291	85.41080	22.17882	18.11425
2018-05-07 14:52:00	863033069630348370	1.00000	7.66807	10.17381	11.95414	12.45829	10.11444	0.01802	50.06968	16.05022	44.13223	12.41380
2018-05-07 14:53:00	8630330696303482188	1.00000	10.17967	13.15825	9.92764	11.06908	14.22840	0.00107	46.48386	86.23417	65.06616	89.53881
2018-05-07 14:54:00	8630330696303482147	1.00000	8.40797	10.95830	13.32435	8.71656	10.24115	0.00082	52.49857	46.10032	25.10405	67.16720
2018-05-07 14:55:00	3590433799317662238	1.00000	10.29138	8.71344	10.13889	10.77277	7.94524	0.00239	51.09994	97.24861	39.30586	78.49085
2018-05-07 14:56:00	359043379931766577	0.00000	13.05611	9.82619	5.50438	7.43907	14.01621	0.07895	42.66350	69.27679	47.63317	86.93011
2018-05-07 14:57:00	359043379931766577	1.00000	12.57110	6.38053	10.82477	10.48817	7.47415	0.03668	53.94384	80.18843	56.49131	73.82529
2018-05-07 14:58:00	863033069630348131	1.00000	12.45751	12.83918	13.20628	12.87859	4.27085	0.03431	47.66705	85.28761	36.36375	21.40990
2018-05-07 14:59:00	8630330696303481933	1.00000	7.61755	13.82329	10.96333	10.15278	14.13666	0.00740	39.24362	95.84602	41.03127	59.25111
2018-05-07 15:00:00	3590433799317662469	1.00000	7.57096	9.79805	12.77378	5.89397	13.29606	0.00158	55.26148	64.50765	67.81882	90.02512
2018-05-07 15:01:00	359043379931766718	1.00000	9.32917	11.84760	11.97339	7.10947	15.40741	0.00078	46.39965	21.04586	51.62921	12.95386
2018-05-07 15:02:00	8630330696303481867	1.00000	8.11132	12.95894	13.39307	6.87297	14.45935	0.00136	28.54786	68.24832	85.99732	62.48630
2018-05-07 15:03:00	3590433799317661990	0.00000	12.79326	6.75818	8.94071	9.94286	14.95195	0.35420	53.52346	53.27589	33.50897	45.44578
2018-05-07 15:04:00	863033069630348461	1.00000	8.17828	10.57450	14.30274	9.26042	11.15882	0.14515	49.41803	89.33971	24.43434	53.45540
2018-05-07 15:05:00	8630330696303482444	1.00000	8.94260	9.50444	11.79910	3.66797	12.15134	0.00230	42.97845	25.93225	60.71173	5.29741
2018-05-07 15:06:00	8630330696303481768	1.00000	10.20713	8.91268	8.99421	7.37688	11.54254	0.00172	70.36222	21.09812	53.75477	73.89007
2018-05-07 15:07:00	3590433799317662022	1.00000	11.59787	10.10702	11.29623	8.73347	10.08944	0.00133	57.23100	33.31144	21.50966	35.19111
2018-05-07 15:08:00	8630330696303481867	0.00000	13.56809	9.81350	9.08460	9.16781	11.29721	0.09221	45.86642	35.64738	18.32882	72.12397
2018-05-07 15:09:00	3590433799317661222	0.00000	13.15625	11.16697	10.98129	13.13828	11.48629	1.22180	59.17865	74.78057	48.70886	80.03014
2018-05-07 15:10:00	3590433799317661164	1.00000	9.63396	8.57486	9.74563	13.05062	9.41814	0.01090	53.49402	26.46954	98.74097	1.89314
2018-05-07 15:11:00	8630330696303481057	0.00000	12.68362	6.32107	7.85838	13.73346	13.41613	0.02647	61.98509	65.09350	79.36166	34.95419
2018-05-07 15:12:00	359043379931766205	0.00000	9.78633	7.20522	12.18838	12.48809	7.70239	0.00033	47.31665	29.47902	15.66798	1.20080
2018-05-07 15:13:00	8630330696303482238	0.00000	10.13312	10.36791	7.18897	7.24976	11.77266	0.00645	37.86953	41.46833	87.56543	33.08075
2018-05-07 15:14:00	863033069630348271	0.00000	8.27129	7.34646	8.90522	11.04760	11.60112	0.14135	29.73781	15.28610	61.70230	79.65059
2018-05-07 15:15:00	3590433799317662493	0.00000	12.00431	10.28178	8.40121	13.32554	15.40013	0.04794	41.68662	35.09146	68.28890	65.35211
2018-05-07 15:16:00	8630330696303481248	0.00000	12.28603	8.12136	6.87875	9.82215	10.23137	0.34461	61.66785	10.98402	83.61555	47.35730
2018-05-07 15:17:00	863033069630348248	1.00000	9.83972	10.96201	8.12941	10.13807	10.81719	0.00209	44.49540	48.87069	80.74674	62.52864
2018-05-07 15:18:00	863033069630348495	1.00000	7.86129	10.64867	12.22798	12.65857	7.66761	0.12673	35.99436	92.87695	21.80788	39.39042
2018-05-07 15:19:00	863033069630348107	1.00000	14.48918	6.48427	7.37198	11.36424	10.92343	0.03738	66.14078	13.96718	18.52947	50.80798
2018-05-07 15:20:00	3590433799317661735	1.00000	7.37464	10.52057	15.05590	8.99335	13.57190	0.00135	55.53184	25.19551	49.36231	72.63995
2018-05-07 15:21:00	8630330696303481552	1.00000	8.43688	10.75678	11.00892	11.67202	9.67101	0.00426	42.22623	94.13135	25.92545	20.75484
2018-05-07 15:22:00	3590433799317661586	0.00000	14.61952	5.88565	3.95201	12.63073	10.78878	0.00700	69.85924	61.18059	18.12843	83.67343
2018-05-07 15:23:00	8630330696303481941	1.00000	10.10172	10.76566	11.92673	12.35856	7.93135	0.00342	69.11729	99.23163	46.33384	36.15008
2018-05-07 15:24:00	863033069630348495	0.00000	13.10757	9.84251	10.56405	11.50696	10.94049	0.03909	48.18760	32.80383	23.36702	72.49859
2018-05-07 15:25:00	3590433799317662162	0.00000	8.37564	14.40646	13.94051	5.13963	9.05082	0.07837	52.83404	27.71980	10.23088	12.98753
2018-05-07 15:26:00	863033069630348875	0.00000	11.13057	9.69029	11.04443	11.87419	11.98396	0.06611	53.95718	28.13698	22.76615	45.03314
2018-05-07 15:27:00	8630330696303482113	1.00000	10.46633	7.98792	11.98136	16.03286	7.43504	0.00505	53.93825	79.12087	9.84374	56.64248
2018-05-07 15:28:00	8630330696303482253	1.00000	7.86008	15.96908	14.36671	12.40305	13.86052	0.00144	66.57198	99.50908	44.80210	80.40257
2018-05-07 15:29:00	3590433799317661354	0.00000	14.65116	8.76349	8.60812	11.34830	13.67279	0.04768	67.22607	50.58621	1.54927	46.56412
2018-05-07 15:30:00	3590433799317661172	1.00000	12.13489	9.46366	8.54733	11.98406	8.18121	0.00625	62.10561	61.22659	24.27410	2.30502
2018-05-07 15:31:00	8630330696303481263	1.00000	6.41831	15.58042	19.41346	11.06989	12.46294	0.02403	60.39877	13.68530	15.82645	11.67044
2018-05-07 15:32:00	3590433799317661321	1.00000	10.26286	10.38881	8.53898	10.75742	9.06114	0.00064	65.91470	49.15394	6.58588	62.46701
2018-05-07 15:33:00	3590433799317662345	1.00000	8.45994	14.53041	15.69958	10.39448	13.87765	0.00479	66.84326	70.62170	38.43572	47.77136
2018-05-07 15:34:00	359043379931766700	1.00000	9.30046	10.12617	9.20504	11.10063	12.72819	0.03050	61.82107	33.35898	35.05317	30.45200
2018-05-07 15:35:00	3590433799317661271	1.00000	7.94800	10.79448	11.68997	9.63511	9.45597	0.00591	41.76360	51.48123	8.43266	18.67697
2018-05-07 15:36:00	3590433799317662394	0.00000	13.20215	10.95921	9.48298	8.29071	9.92492	0.19988	36.53329	62.49215	22.88889	55.48736
2018-05-07 15:37:00	3590433799317661156	1.00000	10.33060	8.32128	12.35277	14.29602	7.63181	0.01033	42.80386	84.03714	99.16677	23.09850
2018-05-07 15:38:00	8630330696303481933	0.00000	11.43767	7.91197	8.99438	13.11198	13.23853	1.00739	55.10783	64.11620	19.26497	1.05932
2018-05-07 15:39:00	8630330696303481263	1.00000	9.37140	9.48973	13.54140	9.43749	7.15330	0.00166	44.86848	77.92663	23.39743	75.39221
2018-05-07 15:40:00	3590433799317661503	1.00000	8.27450	10.91551	13.94362	7.17034	13.53876	0.00633	60.41921	35.25717	48.50507	63.64634
2018-05-07 15:41:00	3590433799317661800	1.00000	8.00743	11.62010	15.83035	6.84030	12.52875	0.01580	57.88366	10.76763	52.37045	49.84612
2018-05-07 15:42:00	359043379931766452	1.00000	8.38889	15.35938	13.46346	7.45382	11.22549	0.00254	79.65758	21.40681	51.83263	94.57313
2018-05-07 15:43:00	3590433799317661131	0.00000	16.31997	6.89843	9.20637	9.91489	10.24868	0.03619	43.30456	64.93609	47.39694	8.77892
2018-05-07 15:44:00	359043379931766924	1.00000	9.32231	13.11848	11.27464	11.12234	12.01607	0.00976	51.74176	32.29086	66.06265	18.81768
2018-05-07 15:45:00	359043379931766973	0.00000	10.05789	7.77063	11.80752	12.20323	10.85534	0.00885	58.37113	59.57071	87.30149	91.96173
2018-05-07 15:46:00	359043379931766379	1.00000	9.27679	11.05651	13.01780	11.06582	6.32614	0.00162	49.35346	70.57707	3.46301	14.70756
2018-05-07 15:47:00	863033069630348495	1.00000	8.24670	16.28279	16.02550	11.20301	12.32724	0.00239	67.56001	76.08896	61.95388	49.62687
2018-05-07 15:48:00	863033069630348073	1.00000	7.39352	9.94509	12.21610	10.26767	10.18136	0.02316	56.10987	90.18814	85.31395	47.86081
2018-05-07 15:49:00	359043379931766338	1.00000	6.30358	7.08096	10.30660	10.40713	11.10169	0.00296	56.73257	77.43684	82.16075	28.65732
2018-05-07 15:50:00	8630330696303481610	1.00000	7.66747	11.83319	14.81625	15.16973	6.85739	0.00378	52.55462	55.27525	49.04441	39.50222
2018-05-07 15:51:00	863033069630348214	1.00000	7.97970	13.20371	15.46369	8.83580	13.69657	0.00593	45.45424	95.75451	67.18901	38.02451
2018-05-07 15:52:00	3590433799317661875	0.00000	13.34663	6.70803	6.24401	7.52024	17.01367	0.64217	59.79434	80.38804	8.53352	86.85905
2018-05-07 15:53:00	3590433799317662485	1.00000	7.57442	13.09643	13.05761	14.45046	9.03118	0.00819	56.72795	72.85920	71.93524	85.29887
2018-05-07 15:54:00	3590433799317661404	1.00000	7.25455	8.18346	12.40627	14.74165	6.83440	0.00068	67.89297	5.96892	26.27871	60.36162
2018-05-07 15:55:00	863033069630348222	0.00000	11.29322	7.84984	11.49348	8.12562	12.93106	2.93240	77.07049	97.51907	64.29150	82.12113
2018-05-07 15:56:00	359043379931766015	1.00000	8.94610	7.27875	11.79107	11.81657	9.55995	0.00086	65.26623	32.42402	18.31246	24.69701
2018-05-07 15:57:00	8630330696303482204	0.00000	11.71170	8.99500	7.21331	15.80626	16.80720	0.69452	36.81584	79.00874	45.37356	33.54333
2018-05-07 15:58:00	8630330696303481859	0.00000	8.75218	9.20086	8.76473	13.13191	11.50054	0.40095	50.50062	82.23917	24.41238	27.25331
2018-05-07 15:59:00	863033069630348552	0.00000	15.67467	5.77109	8.56564	12.92352	14.31264	0.47519	68.65852	65.11048	62.64650	86.63007
2018-05-07 16:00:00	3590433799317661743	1.00000	7.43091	8.14601	12.02597	10.94722	11.03861	0.00096	87.41160	58.14545	72.88455	97.55329
2018-05-07 16:01:00	8630330696303481230	1.00000	7.30136	9.03476	12.96468	9.46602	10.50544	0.02125	54.38123	65.97460	75.10987	20.60750
2018-05-07 16:02:00	8630330696303481271	0.00000	13.04712	12.21885	5.30876	7.78868	10.18154	0.02820	61.39649	30.89554	56.09597	81.13226
