latitude	longitude	store_name	code	location	imei
12.74409	-8.07257	Kati	ML	Africa/Bamako	8630330696303481248
43.61092	3.87723	Montpellier	FR	Europe/Paris	863033069630348784
-3.14306	-58.44417	Itacoatiara	BR	America/Manaus	359043379931766742
35	136.51667	Komono	JP	Asia/Tokyo	3590433799317661438
53.94313	10.30215	Bad Segeberg	DE	Europe/Berlin	8630330696303482444
40.93333	73	Jalal-Abad	KG	Asia/Bishkek	8630330696303481008
24.41288	76.56719	Aklera	IN	Asia/Kolkata	863033069630348446
42.64031	125.51176	Dongfeng	CN	Asia/Shanghai	359043379931766684
13.44581	101.18445	Phanat Nikhom	TH	Asia/Bangkok	359043379931766379
41.57439	24.71204	Smolyan	BG	Europe/Sofia	863033069630348578
3.27833	32.88667	Kitgum	UG	Africa/Kampala	863033069630348495
37.74615	-25.66689	Ponta Delgada	PT	Atlantic/Azores	3590433799317661321
48.90982	2.45012	Bobigny	FR	Europe/Paris	359043379931766858
33.44872	-86.78777	Vestavia Hills	US	America/Chicago	3590433799317662402
12.97389	123.99333	Sorsogon	PH	Asia/Manila	863033069630348263
-7.60361	37.00438	Kidodi	TZ	Africa/Dar_es_Salaam	863033069630348099
34.25	135.31667	Iwade	JP	Asia/Tokyo	3590433799317661222
33.42585	-6.00137	Oulmes	MA	Africa/Casablanca	359043379931766163
48.86667	2.08333	Marly-le-Roi	FR	Europe/Paris	359043379931766395
30.81383	75.16878	Moga	IN	Asia/Kolkata	8630330696303481107
52.14	5.58472	Barneveld	NL	Europe/Amsterdam	8630330696303482147
-26.22861	-52.67056	Pato Branco	BR	America/Sao_Paulo	3590433799317662477
-31.4488	-60.93173	Esperanza	AR	America/Argentina/Cordoba	863033069630348834
26.18924	-98.15529	San Juan	US	America/Chicago	3590433799317662097
45.16024	-93.08883	Lino Lakes	US	America/Chicago	8630330696303481917
3.8801	-77.03116	Buenaventura	CO	America/Bogota	3590433799317661719
51.44889	5.51978	Tongelre	NL	Europe/Amsterdam	8630330696303481925
53.53041	43.67663	Nizhniy Lomov	RU	Europe/Moscow	8630330696303481321
11.00599	77.5609	Kangayam	IN	Asia/Kolkata	863033069630348198
39.46667	141.95	Yamada	JP	Asia/Tokyo	8630330696303481156
55.54028	89.20083	Sharypovo	RU	Asia/Krasnoyarsk	8630330696303481826
42.30865	-83.48216	Canton	US	America/Detroit	3590433799317662303
50.88506	4.07601	Denderleeuw	BE	Europe/Brussels	8630330696303481131
40.55851	17.80774	Mesagne	IT	Europe/Rome	3590433799317661016
41.24264	16.50104	Bisceglie	IT	Europe/Rome	8630330696303481990
42.30865	-83.48216	Canton	US	America/Detroit	863033069630348909
41.48199	-81.79819	Lakewood	US	America/New_York	8630330696303481719
30.35028	112.19028	Jingzhou	CN	Asia/Shanghai	3590433799317662162
45.4473	-73.75335	Dorval	CA	America/Toronto	8630330696303482469
45.73333	4.91667	Bron	FR	Europe/Paris	8630330696303481925
-8.43333	114.33333	Muncar	ID	Asia/Jakarta	3590433799317661016
-27.50578	153.10236	Carindale	AU	Australia/Brisbane	359043379931766502
57.97472	33.2525	Valday	RU	Europe/Moscow	8630330696303481784
46.32374	-120.00865	Sunnyside	US	America/Los_Angeles	3590433799317662170
43.61092	3.87723	Montpellier	FR	Europe/Paris	3590433799317662360
37.19723	122.05228	Tianfu	CN	Asia/Shanghai	359043379931766148
12.25282	79.41727	Gingee	IN	Asia/Kolkata	3590433799317661610
32.61603	44.02488	Karbala	IQ	Asia/Baghdad	8630330696303481305
34.95303	-120.43572	Santa Maria	US	America/Los_Angeles	359043379931766122
38.96372	-76.99081	Chillum	US	America/New_York	3590433799317661230
46.7055	38.2739	Yeysk	RU	Europe/Moscow	359043379931766957
32.17629	75.06583	Fazilpur	PK	Asia/Karachi	3590433799317661412
41.29444	69.67639	Parkent	UZ	Asia/Tashkent	8630330696303481305
1.6561	103.6032	Kulai	MY	Asia/Kuala_Lumpur	3590433799317662071
55.64776	38.02486	Malakhovka	RU	Europe/Moscow	3590433799317661040
4.2475	9.00472	Idenao	CM	Africa/Douala	3590433799317661487
-21.205	-41.88778	Itaperuna	BR	America/Sao_Paulo	863033069630348123
18.42745	-67.15407	Aguadilla	PR	America/Puerto_Rico	359043379931766577
42.24113	-88.3162	Crystal Lake	US	America/Chicago	863033069630348982
34.5624	38.28402	Tadmur	SY	Asia/Damascus	359043379931766650
61.72744	17.10558	Hudiksvall	SE	Europe/Stockholm	8630330696303482436
43.41949	77.0202	Otegen Batyra	KZ	Asia/Almaty	8630330696303481446
-7.57897	112.23109	Diwek	ID	Asia/Jakarta	863033069630348057
23.15678	-81.24441	Varadero	CU	America/Havana	8630330696303481172
51.40944	46.04833	Privolzhskiy	RU	Europe/Saratov	8630330696303481305
47.98372	10.18527	Memmingen	DE	Europe/Berlin	3590433799317661594
-22.9	44.53333	Sakaraha	MG	Indian/Antananarivo	8630330696303481487
9.15093	-79.62098	Chilibre	PA	America/Panama	3590433799317662154
41.92361	20.91361	Bogovinje	MK	Europe/Skopje	359043379931766759
-3.20333	-52.20639	Altamira	BR	America/Santarem	359043379931766965
9.89206	43.38531	Baki	SO	Africa/Mogadishu	3590433799317662212
52.59319	13.32127	Wittenau	DE	Europe/Berlin	863033069630348180
12.35275	121.06761	San Jose	PH	Asia/Manila	863033069630348099
54.84444	38.16694	Kashira	RU	Europe/Moscow	359043379931766650
48.8449	17.22635	Skalica	SK	Europe/Bratislava	3590433799317661453
55.54028	89.20083	Sharypovo	RU	Asia/Krasnoyarsk	8630330696303481917
-22.53722	-42.98194	Guapimirim	BR	America/Sao_Paulo	359043379931766767
33.44872	-86.78777	Vestavia Hills	US	America/Chicago	3590433799317661594
17.54907	82.85749	Elamanchili	IN	Asia/Kolkata	359043379931766858
55.62047	37.49338	Tyoply Stan	RU	Europe/Moscow	8630330696303481115
48.06919	11.37703	Gauting	DE	Europe/Berlin	3590433799317661784
36.65	138.31667	Suzaka	JP	Asia/Tokyo	8630330696303482261
41.57439	24.71204	Smolyan	BG	Europe/Sofia	863033069630348776
10.66668	-61.51889	Port of Spain	TT	America/Port_of_Spain	863033069630348040
49.41029	38.15035	Svatove	UA	Europe/Zaporozhye	3590433799317661073
-25.42778	-49.27306	Curitiba	BR	America/Sao_Paulo	3590433799317662378
34.31	-2.16	Jerada	MA	Africa/Casablanca	359043379931766106
28.88162	120.03308	Guli	CN	Asia/Shanghai	8630330696303482444
36.76775	2.95924	Cheraga	DZ	Africa/Algiers	359043379931766635
50.8	3.16667	Wevelgem	BE	Europe/Brussels	8630330696303481230
41.91886	8.73812	Ajaccio	FR	Europe/Paris	8630330696303482063
-37.88333	145.06667	Carnegie	AU	Australia/Melbourne	863033069630348685
34.21639	-119.0376	Camarillo	US	America/Los_Angeles	3590433799317661602
40.98894	28.67582	Yakuplu	TR	Europe/Istanbul	863033069630348230
47.05	15.46667	Sankt Peter	AT	Europe/Vienna	3590433799317662030
29.65163	-82.32483	Gainesville	US	America/New_York	8630330696303482246
5.90702	116.10146	Donggongon	MY	Asia/Kuching	8630330696303482287
35.74788	-95.36969	Muskogee	US	America/Chicago	359043379931766049
45.39402	9.29109	San Giuliano Milanese	IT	Europe/Rome	359043379931766841
-3.20333	-52.20639	Altamira	BR	America/Santarem	8630330696303481933
35.50056	117.63083	Pingyi	CN	Asia/Shanghai	863033069630348370
39.71734	-74.96933	Sicklerville	US	America/New_York	863033069630348859
25.49043	85.94001	Teghra	IN	Asia/Kolkata	359043379931766742
26.67319	31.4976	Juhaynah	EG	Africa/Cairo	359043379931766312
35.72917	10.58082	Msaken	TN	Africa/Tunis	8630330696303482386
20.28527	-103.42897	Jocotepec	MX	America/Mexico_City	863033069630348826
58.7002	59.4839	Kachkanar	RU	Asia/Yekaterinburg	863033069630348149
55.39485	43.83992	Arzamas	RU	Europe/Moscow	863033069630348644
35.6803	51.0193	Shahre Jadide Andisheh	IR	Asia/Tehran	8630330696303482121
25.49043	85.94001	Teghra	IN	Asia/Kolkata	3590433799317661438
53.78333	-1.06667	Selby	GB	Europe/London	359043379931766924
40.11583	67.84222	Jizzax	UZ	Asia/Samarkand	8630330696303482469
13.70727	9.15013	Mirriah	NE	Africa/Niamey	8630330696303481768
34.09611	-118.10583	San Gabriel	US	America/Los_Angeles	863033069630348917
33.92946	-116.97725	Beaumont	US	America/Los_Angeles	3590433799317662220
43.96222	43.63417	Novopavlovsk	RU	Europe/Moscow	863033069630348313
-32.05251	115.88782	Willetton	AU	Australia/Perth	8630330696303482352
-29.2975	-51.50361	Carlos Barbosa	BR	America/Sao_Paulo	359043379931766601
-20.25333	-43.80139	Itabirito	BR	America/Sao_Paulo	3590433799317662261
47.92526	-97.03285	Grand Forks	US	America/Chicago	3590433799317662295
4.96667	10.7	Tonga	CM	Africa/Douala	863033069630348305
51.64316	-0.36053	Bushey	GB	Europe/London	3590433799317661651
15.79408	104.1451	Yasothon	TH	Asia/Bangkok	359043379931766676
43.50891	16.43915	Split	HR	Europe/Zagreb	3590433799317661586
36.65	138.31667	Suzaka	JP	Asia/Tokyo	359043379931766288
38.68712	-4.10734	Puertollano	ES	Europe/Madrid	3590433799317661453
54.03876	43.91385	Kovylkino	RU	Europe/Moscow	3590433799317662030
45.4473	-73.75335	Dorval	CA	America/Toronto	3590433799317662253
49.593777	17.250879	Olomouc	CZ	Europe/Prague	863033069630348065
-8.99167	125.21972	Maliana	TL	Asia/Dili	359043379931766254
-7.51611	109.05389	Wangon	ID	Asia/Jakarta	3590433799317661982
32.54278	111.50861	Danjiangkou	CN	Asia/Shanghai	3590433799317661834
36.20389	127.08472	Nonsan	KR	Asia/Seoul	359043379931766098
33.86419	48.26258	Aleshtar	IR	Asia/Tehran	863033069630348024
18.18158	76.03889	Osmanabad	IN	Asia/Kolkata	8630330696303481461
40.87329	14.43865	Somma Vesuviana	IT	Europe/Rome	3590433799317661966
53.14657	140.72287	Nikolayevsk-on-Amure	RU	Asia/Vladivostok	359043379931766635
50.23805	8.86704	Nidderau	DE	Europe/Berlin	8630330696303482444
38.54491	-121.74052	Davis	US	America/Los_Angeles	359043379931766486
28.71271	77.656	Pilkhua	IN	Asia/Kolkata	3590433799317661313
50.75767	-1.5443	Lymington	GB	Europe/London	3590433799317661297
34.4833	136.84186	Toba	JP	Asia/Tokyo	863033069630348305
47.98372	10.18527	Memmingen	DE	Europe/Berlin	3590433799317661099
33.95015	-118.03917	South Whittier	US	America/Los_Angeles	359043379931766916
37.31065	13.57661	Agrigento	IT	Europe/Rome	863033069630348628
50.50301	13.63617	Most	CZ	Europe/Prague	359043379931766791
-3.5403	118.9707	Majene	ID	Asia/Makassar	863033069630348974
34.85	117.33333	Taozhuang	CN	Asia/Shanghai	863033069630348313
10.10649	76.35484	Alwaye	IN	Asia/Kolkata	359043379931766171
42.67164	14.01481	Roseto degli Abruzzi	IT	Europe/Rome	863033069630348834
-25.42944	-50.00639	Palmeira	BR	America/Sao_Paulo	3590433799317661040
34.25807	-88.70464	Tupelo	US	America/Chicago	863033069630348198
55.25	24.75	Ukmerge	LT	Europe/Vilnius	863033069630348784
53.14657	140.72287	Nikolayevsk-on-Amure	RU	Asia/Vladivostok	3590433799317661313
38.17492	-122.2608	American Canyon	US	America/Los_Angeles	3590433799317661602
-19.32556	-41.25528	Resplendor	BR	America/Sao_Paulo	863033069630348149
51.95838	4.47124	Schiebroek	NL	Europe/Amsterdam	3590433799317662428
22.75218	72.68533	Kheda	IN	Asia/Kolkata	863033069630348842
6.45407	3.39467	Lagos	NG	Africa/Lagos	3590433799317662071
33.72255	-116.37697	Palm Desert	US	America/Los_Angeles	3590433799317662105
4.92675	6.26764	Yenagoa	NG	Africa/Lagos	359043379931766429
30.29184	71.67164	Qadirpur Ran	PK	Asia/Karachi	8630330696303482030
12.97389	123.99333	Sorsogon	PH	Asia/Manila	8630330696303481321
15.73628	75.96976	Gajendragarh	IN	Asia/Kolkata	3590433799317661099
38.96372	-76.99081	Chillum	US	America/New_York	359043379931766825
30.17746	-81.38758	Palm Valley	US	America/New_York	3590433799317662220
-19.7625	-44.31389	Esmeraldas	BR	America/Sao_Paulo	3590433799317661214
50.7236	-3.52751	Exeter	GB	Europe/London	359043379931766676
53.49389	-1.29243	Mexborough	GB	Europe/London	359043379931766577
36.53333	136.61667	Nonoichi	JP	Asia/Tokyo	359043379931766932
41.29444	69.67639	Parkent	UZ	Asia/Tashkent	8630330696303481016
51.08468	7.11393	Burscheid	DE	Europe/Berlin	3590433799317661990
50.20528	19.27498	Jaworzno	PL	Europe/Warsaw	3590433799317662113
50.11861	-5.53715	Penzance	GB	Europe/London	863033069630348883
-6.48167	106.85417	Cibinong	ID	Asia/Jakarta	3590433799317661768
33.45122	-86.99666	Hueytown	US	America/Chicago	8630330696303481453
-17.73648	168.31366	Port-Vila	VU	Pacific/Efate	8630330696303481800
14.14989	121.3152	Calauan	PH	Asia/Manila	863033069630348909
49.41029	38.15035	Svatove	UA	Europe/Zaporozhye	3590433799317661917
51.67822	33.9162	Hlukhiv	UA	Europe/Kyiv	863033069630348628
50.88506	4.07601	Denderleeuw	BE	Europe/Brussels	359043379931766155
35.85	117.7	Dongdu	CN	Asia/Shanghai	3590433799317662360
-34.64966	-58.38341	Barracas	AR	America/Argentina/Buenos_Aires	8630330696303481016
41.50343	-74.01042	Newburgh	US	America/New_York	8630330696303482485
34.77453	-96.67834	Ada	US	America/Chicago	863033069630348180
30.81383	75.16878	Moga	IN	Asia/Kolkata	359043379931766767
10.58806	77.24779	Udumalaippettai	IN	Asia/Kolkata	3590433799317662212
65.93381	111.4834	Aykhal	RU	Asia/Yakutsk	3590433799317661511
24.28859	116.11768	Meizhou	CN	Asia/Shanghai	863033069630348354
6.8485	3.64633	Shagamu	NG	Africa/Lagos	3590433799317662105
51.39323	0.47713	Strood	GB	Europe/London	359043379931766361
42.24113	-88.3162	Crystal Lake	US	America/Chicago	863033069630348834
15.72892	120.57224	Burgos	PH	Asia/Manila	359043379931766460
-22.9	44.53333	Sakaraha	MG	Indian/Antananarivo	8630330696303481156
25.92127	86.79271	Madhipura	IN	Asia/Kolkata	8630330696303481818
7.65649	4.92235	Efon-Alaaye	NG	Africa/Lagos	8630330696303482147
9.82564	78.25795	Tiruppuvanam	IN	Asia/Kolkata	359043379931766775
-2.90055	-79.00453	Cuenca	EC	America/Guayaquil	863033069630348719
28.71271	77.656	Pilkhua	IN	Asia/Kolkata	8630330696303481198
51.03427	5.37429	Houthalen	BE	Europe/Brussels	3590433799317662022
36.02506	-86.77917	Brentwood Estates	US	America/Chicago	359043379931766098
25.75728	75.37991	Deoli	IN	Asia/Kolkata	8630330696303481008
42.58342	-71.8023	Fitchburg	US	America/New_York	359043379931766676
60.97944	76.92421	Izluchinsk	RU	Asia/Yekaterinburg	3590433799317661685
50.598427	13.610242	Litvínov	CZ	Europe/Prague	8630330696303481487
-44.39672	171.25364	Timaru	NZ	Pacific/Auckland	863033069630348925
17.06542	-96.72365	Oaxaca	MX	America/Mexico_City	8630330696303481594
19.04222	-98.11889	Casa Blanca	MX	America/Mexico_City	359043379931766247
3.02013	30.91105	Arua	UG	Africa/Kampala	359043379931766536
11.85	38.01667	Debre Tabor	ET	Africa/Addis_Ababa	8630330696303482238
44.97639	19.61222	Sremska Mitrovica	RS	Europe/Belgrade	3590433799317662444
25.95533	68.88871	Jhol	PK	Asia/Karachi	863033069630348487
42.55308	-87.93341	Pleasant Prairie	US	America/Chicago	8630330696303482337
10.61285	12.19458	Biu	NG	Africa/Lagos	863033069630348081
13.48082	-86.58208	Somoto	NI	America/Managua	8630330696303482220
-3.14306	-58.44417	Itacoatiara	BR	America/Manaus	3590433799317661123
34.95303	-120.43572	Santa Maria	US	America/Los_Angeles	359043379931766056
45.44694	8.62118	Novara	IT	Europe/Rome	3590433799317661768
50.18545	27.06365	Shepetivka	UA	Europe/Kyiv	3590433799317662154
32.17629	75.06583	Fazilpur	PK	Asia/Karachi	359043379931766916
56.03361	35.96944	Volokolamsk	RU	Europe/Moscow	3590433799317662394
55.63711	37.38115	Solntsevo	RU	Europe/Moscow	863033069630348032
36.20389	127.08472	Nonsan	KR	Asia/Seoul	8630330696303481735
46.7055	38.2739	Yeysk	RU	Europe/Moscow	359043379931766403
41.77583	140.73667	Hakodate	JP	Asia/Tokyo	359043379931766312
54.39635	24.04142	Alytus	LT	Europe/Vilnius	3590433799317661560
15.73628	75.96976	Gajendragarh	IN	Asia/Kolkata	359043379931766247
51.88333	8.51667	Verl	DE	Europe/Berlin	3590433799317661065
40.78206	72.34424	Andijon	UZ	Asia/Tashkent	8630330696303481313
-21.44236	27.46153	Tonota	BW	Africa/Gaborone	3590433799317661479
47.38093	-122.23484	Kent	US	America/Los_Angeles	863033069630348842
14.53767	46.83187	Ataq	YE	Asia/Aden	8630330696303481909
41.80753	-87.65644	New City	US	America/Chicago	8630330696303481768
22.88783	84.13864	Jashpurnagar	IN	Asia/Kolkata	3590433799317661792
37.95143	-91.77127	Rolla	US	America/Chicago	3590433799317661198
60.2052	24.6522	Espoo	FI	Europe/Helsinki	8630330696303482261
50.9803	11.32903	Weimar	DE	Europe/Berlin	8630330696303481354
-20.25333	-43.80139	Itabirito	BR	America/Sao_Paulo	8630330696303481438
54.60528	18.34717	Reda	PL	Europe/Warsaw	8630330696303481719
-0.71667	-48.52333	Soure	BR	America/Belem	8630330696303481461
18.57677	-72.22625	Croix-des-Bouquets	HT	America/Port-au-Prince	3590433799317661222
61.78491	34.34691	Petrozavodsk	RU	Europe/Moscow	3590433799317661446
4.92675	6.26764	Yenagoa	NG	Africa/Lagos	863033069630348073
33.41012	-91.06177	Greenville	US	America/Chicago	3590433799317661487
31.76212	-95.63079	Palestine	US	America/Chicago	8630330696303482279
53.14657	140.72287	Nikolayevsk-on-Amure	RU	Asia/Vladivostok	863033069630348057
47.56494	31.33078	Voznesensk	UA	Europe/Kyiv	3590433799317661669
30.5427	-97.54667	Hutto	US	America/Chicago	8630330696303482378
51.67822	33.9162	Hlukhiv	UA	Europe/Kyiv	359043379931766908
-34.28853	146.05093	Griffith	AU	Australia/Sydney	8630330696303482360
53.46506	-1.47217	Chapletown	GB	Europe/London	8630330696303481446
41.27621	-72.86843	East Haven	US	America/New_York	3590433799317661503
44.31771	9.32241	Chiavari	IT	Europe/Rome	3590433799317661669
24.81757	84.63445	Rafiganj	IN	Asia/Kolkata	863033069630348230
51.14942	15.00835	Zgorzelec	PL	Europe/Warsaw	359043379931766304
43.41949	77.0202	Otegen Batyra	KZ	Asia/Almaty	359043379931766932
-21.44345	-65.71875	Tupiza	BO	America/La_Paz	8630330696303481271
-5.85746	144.23058	Mount Hagen	PG	Pacific/Port_Moresby	3590433799317661982
-21.205	-41.88778	Itaperuna	BR	America/Sao_Paulo	863033069630348412
50.5107	18.30056	Strzelce Opolskie	PL	Europe/Warsaw	863033069630348370
49.41029	38.15035	Svatove	UA	Europe/Zaporozhye	3590433799317661156
-5.41667	38.01667	Chanika	TZ	Africa/Dar_es_Salaam	863033069630348784
31.39547	34.75699	Rahat	IL	Asia/Jerusalem	863033069630348404
19.30157	72.85107	Bhayandar	IN	Asia/Kolkata	8630330696303482436
46.65581	32.6178	Kherson	UA	Europe/Kyiv	863033069630348578
9.6531	124.3697	Jagna	PH	Asia/Manila	359043379931766510
22.10194	85.37752	Barbil	IN	Asia/Kolkata	359043379931766783
52.09	5.23333	Zeist	NL	Europe/Amsterdam	8630330696303482071
59.33333	18.28333	Boo	SE	Europe/Stockholm	863033069630348859
37.95143	-91.77127	Rolla	US	America/Chicago	3590433799317662477
35.8	137.23333	Gero	JP	Asia/Tokyo	3590433799317661529
-25.54073	152.70493	Maryborough	AU	Australia/Brisbane	3590433799317661370
12.97389	123.99333	Sorsogon	PH	Asia/Manila	8630330696303481461
-4.16694	-40.7475	Guaraciaba do Norte	BR	America/Fortaleza	8630330696303481743
40.24537	-75.64963	Pottstown	US	America/New_York	359043379931766403
-19.32556	-41.25528	Resplendor	BR	America/Sao_Paulo	359043379931766205
38.17492	-122.2608	American Canyon	US	America/Los_Angeles	359043379931766031
21.01858	-101.2591	Guanajuato	MX	America/Mexico_City	8630330696303481461
38.96667	-0.18333	Gandia	ES	Europe/Madrid	8630330696303481610
26.2649	81.54855	Jais	IN	Asia/Kolkata	3590433799317662204
55.39485	43.83992	Arzamas	RU	Europe/Moscow	359043379931766791
9.15093	-79.62098	Chilibre	PA	America/Panama	3590433799317662493
49.68369	8.61839	Bensheim	DE	Europe/Berlin	3590433799317661107
43.54072	-116.56346	Nampa	US	America/Boise	863033069630348776
51.62907	-0.74934	High Wycombe	GB	Europe/London	8630330696303481552
27.9247	78.40102	Chharra	IN	Asia/Kolkata	863033069630348925
11.00599	77.5609	Kangayam	IN	Asia/Kolkata	8630330696303482246
-21.42917	-45.94722	Alfenas	BR	America/Sao_Paulo	359043379931766650
48.90982	2.45012	Bobigny	FR	Europe/Paris	8630330696303481479
26.9423	68.11759	Tharu Shah	PK	Asia/Karachi	3590433799317662428
-21.41222	-42.19667	Miracema	BR	America/Sao_Paulo	863033069630348677
54.58048	16.86194	Ustka	PL	Europe/Warsaw	3590433799317662253
43.61092	3.87723	Montpellier	FR	Europe/Paris	8630330696303482303
40.65538	-74.38987	Scotch Plains	US	America/New_York	8630330696303481248
50.75767	-1.5443	Lymington	GB	Europe/London	8630330696303482436
51.168	7.973	Finnentrop	DE	Europe/Berlin	3590433799317661438
34.95303	-120.43572	Santa Maria	US	America/Los_Angeles	863033069630348776
36.6009	126.665	Hongseong	KR	Asia/Seoul	8630330696303482410
8.88988	-79.62603	Veracruz	PA	America/Panama	3590433799317662246
25.92127	86.79271	Madhipura	IN	Asia/Kolkata	3590433799317662485
31.82539	72.54064	Sillanwali	PK	Asia/Karachi	863033069630348156
12.04161	75.35927	Talipparamba	IN	Asia/Kolkata	359043379931766015
51.24197	4.82313	Lille	BE	Europe/Brussels	8630330696303481271
39.78504	-85.76942	Greenfield	US	America/Indiana/Indianapolis	3590433799317662469
53.53395	33.72798	Zhukovka	RU	Europe/Moscow	8630330696303481552
41.09246	45.36561	Qazax	AZ	Asia/Baku	359043379931766056
43.91452	-69.96533	Brunswick	US	America/New_York	359043379931766015
36.82167	128.63083	Eisen	KR	Asia/Seoul	3590433799317662063
35.05266	-78.87836	Fayetteville	US	America/New_York	8630330696303482352
36.08497	9.37082	Siliana	TN	Africa/Tunis	8630330696303481552
45.53069	9.40531	Gorgonzola	IT	Europe/Rome	3590433799317661842
13.65805	102.56365	Paoy Paet	KH	Asia/Phnom_Penh	359043379931766957
10.63504	-85.43772	Liberia	CR	America/Costa_Rica	8630330696303481032
44.92934	37.99117	Krymsk	RU	Europe/Moscow	8630330696303482188
15.48131	-86.57415	Olanchito	HN	America/Tegucigalpa	359043379931766171
57.14369	-2.09814	Aberdeen	GB	Europe/London	8630330696303481032
29.38242	70.91106	Alipur	PK	Asia/Karachi	359043379931766049
36.19278	117.65694	Laiwu	CN	Asia/Shanghai	8630330696303481545
51.14942	15.00835	Zgorzelec	PL	Europe/Warsaw	3590433799317661297
5.20856	-74.73584	Honda	CO	America/Bogota	3590433799317661271
-26.93366	29.24152	Standerton	ZA	Africa/Johannesburg	359043379931766155
25.87972	-97.50417	Heroica Matamoros	MX	America/Matamoros	359043379931766247
-2.68333	33	Usagara	TZ	Africa/Dar_es_Salaam	8630330696303482295
64.5635	39.8302	Severodvinsk	RU	Europe/Moscow	3590433799317661651
24.05979	77.40858	Leteri	IN	Asia/Kolkata	863033069630348347
-38.65333	178.00417	Gisborne	NZ	Pacific/Auckland	359043379931766684
50.76306	-1.29772	Cowes	GB	Europe/London	863033069630348412
38.37255	34.02537	Aksaray	TR	Europe/Istanbul	3590433799317661669
36.20389	127.08472	Nonsan	KR	Asia/Seoul	359043379931766320
38.47917	-1.325	Jumilla	ES	Europe/Madrid	863033069630348842
37.49073	-2.77259	Baza	ES	Europe/Madrid	359043379931766064
44.31771	9.32241	Chiavari	IT	Europe/Rome	8630330696303482493
28.71271	77.656	Pilkhua	IN	Asia/Kolkata	8630330696303481479
25.67927	-80.31727	Kendall	US	America/New_York	8630330696303481677
45.99194	29.41824	Artsyz	UA	Europe/Kyiv	8630330696303481883
46.75451	33.34864	Nova Kakhovka	UA	Europe/Kyiv	3590433799317662196
41.55815	-73.0515	Waterbury	US	America/New_York	863033069630348362
34.25	135.31667	Iwade	JP	Asia/Tokyo	863033069630348867
10.29085	105.75635	Sa Dec	VN	Asia/Ho_Chi_Minh	359043379931766072
42.4251	-71.06616	Malden	US	America/New_York	8630330696303482261
55.64776	38.02486	Malakhovka	RU	Europe/Moscow	8630330696303482469
48.35693	10.98461	Friedberg	DE	Europe/Berlin	863033069630348248
48.15659	28.28489	Soroca	MD	Europe/Chisinau	863033069630348644
29.69221	72.54566	Hasilpur	PK	Asia/Karachi	8630330696303481883
27.52948	68.75915	Khairpur Mir‚Äôs	PK	Asia/Karachi	359043379931766692
14.37395	100.48528	Bang Ban	TH	Asia/Bangkok	3590433799317661883
55.85	37.56667	Likhobory	RU	Europe/Moscow	359043379931766114
42.8334	-80.38297	Norfolk County	CA	America/Toronto	8630330696303481511
38.68712	-4.10734	Puertollano	ES	Europe/Madrid	3590433799317661610
42.93369	-72.27814	Keene	US	America/New_York	8630330696303482287
-2.90055	-79.00453	Cuenca	EC	America/Guayaquil	3590433799317662485
-23.44361	-51.87389	Sarandi	BR	America/Sao_Paulo	8630330696303481545
48.35149	8.96317	Hechingen	DE	Europe/Berlin	3590433799317661115
33.43443	-5.22126	Azrou	MA	Africa/Casablanca	359043379931766387
56.56317	-2.58736	Arbroath	GB	Europe/London	359043379931766726
-7.76667	35.7	Iringa	TZ	Africa/Dar_es_Salaam	359043379931766429
40.81	-73.9625	Morningside Heights	US	America/New_York	8630330696303481651
50.50301	13.63617	Most	CZ	Europe/Prague	863033069630348248
11.15583	42.7125	'Ali Sabieh	DJ	Africa/Djibouti	3590433799317661404
5.27247	-3.59625	Bonoua	CI	Africa/Abidjan	359043379931766361
10.20898	123.758	Naga	PH	Asia/Manila	8630330696303482063
53.53041	43.67663	Nizhniy Lomov	RU	Europe/Moscow	3590433799317661859
10.10649	76.35484	Alwaye	IN	Asia/Kolkata	3590433799317661255
21.53889	71.57737	Gariadhar	IN	Asia/Kolkata	863033069630348545
51.39148	-0.29825	Surbiton	GB	Europe/London	3590433799317661362
42.35843	-71.05977	Boston	US	America/New_York	3590433799317662063
12.18441	18.69303	Mongo	TD	Africa/Ndjamena	8630330696303481289
40.72586	8.55552	Sassari	IT	Europe/Rome	863033069630348974
48.86667	2.08333	Marly-le-Roi	FR	Europe/Paris	359043379931766809
23.18	88.58	Aistala	IN	Asia/Kolkata	3590433799317661826
-6.91806	106.92667	Sukabumi	ID	Asia/Jakarta	3590433799317662089
28.15112	-82.46148	Lutz	US	America/New_York	863033069630348768
47.98372	10.18527	Memmingen	DE	Europe/Berlin	3590433799317661180
45.51667	4.86667	Vienne	FR	Europe/Paris	863033069630348990
-4.42472	-41.45861	Pedro II	BR	America/Fortaleza	8630330696303482444
-37.88333	145.06667	Carnegie	AU	Australia/Melbourne	3590433799317662188
24.28859	116.11768	Meizhou	CN	Asia/Shanghai	3590433799317661644
42.67164	14.01481	Roseto degli Abruzzi	IT	Europe/Rome	359043379931766551
12.97389	123.99333	Sorsogon	PH	Asia/Manila	8630330696303482485
51.82721	107.60627	Ulan-Ude	RU	Asia/Irkutsk	863033069630348826
-10.91722	-37.65	Lagarto	BR	America/Maceio	3590433799317662428
9.82564	78.25795	Tiruppuvanam	IN	Asia/Kolkata	8630330696303481107
34.21639	-119.0376	Camarillo	US	America/Los_Angeles	8630330696303482089
40.98894	28.67582	Yakuplu	TR	Europe/Istanbul	3590433799317661941
