ts	imei	mwra	p.android.settings	p.android.packageinstaller	p.android.gm	p.android.documentsui	p.android.chrome	p.system	p.android.externalstorage	p.google	p.olauncher	p.android.gms	p.browser.provider	p.process.gapps	p.dogalize	p.gms.persistent	p.android.vending	p.android.defcontainer	p.simulator	p.notifier	p.inputmethod.latin	p.katana
2018-05-08 14:34:00	359043379931766106	1.00000	12.38752	7.64613	11.09967	6.45277	12.88598	10.67665	7.44419	60.28154	57.41852	50.65439	29.87779	47.03146	51.89903	76.46725	75.47988	51.74030	28.94624	11.62483	79.53727	86.02839
2018-05-08 14:35:00	8630330696303482279	1.00000	11.76858	7.35480	8.82025	9.02027	10.49696	10.87630	11.73782	63.01651	69.68482	43.25710	27.45292	9.40414	61.24167	89.65397	46.42552	49.10146	25.57024	40.43329	94.25980	84.42283
2018-05-08 14:36:00	8630330696303481958	0.00000	11.43348	13.26096	12.79950	11.14164	9.43953	12.53181	11.63721	71.49716	53.11502	75.19751	40.22050	19.52635	45.52627	59.14014	68.26833	22.55903	31.15789	8.33873	50.50982	67.24462
2018-05-08 14:37:00	359043379931766791	1.00000	5.87462	9.62506	13.10755	14.68854	13.74012	10.01084	4.71691	71.40989	53.71232	48.41956	59.37199	17.69501	94.84145	44.07811	46.72204	16.12190	5.35429	55.35087	51.58148	20.86460
2018-05-08 14:38:00	8630330696303481057	1.00000	9.03090	6.39690	10.93582	7.32130	10.98270	11.57890	9.15242	48.06081	55.74943	46.98849	44.09895	68.19451	58.56390	38.90289	59.26735	9.88833	13.06154	9.71626	16.20996	0.60667
2018-05-08 14:39:00	863033069630348214	1.00000	7.06162	11.51320	13.82904	13.78181	14.48224	13.95661	6.69820	62.10800	28.05030	71.55517	36.58911	7.45882	70.09694	22.15955	38.84293	92.51221	5.81748	26.90497	30.77746	97.28417
2018-05-08 14:40:00	3590433799317661149	0.00000	9.09552	12.49970	13.80331	10.58195	12.73451	9.83234	8.11111	44.92062	45.68504	43.93647	36.76473	3.13989	45.23835	96.83164	97.74886	23.88034	48.06136	54.96460	74.81468	74.13681
2018-05-08 14:41:00	3590433799317661016	1.00000	9.35557	7.66835	15.65080	8.77101	11.54573	7.76754	10.44298	74.36966	62.31748	57.46981	38.90822	34.96575	55.64825	94.87351	4.42705	79.68885	4.59301	88.64582	75.19949	91.88368
2018-05-08 14:42:00	863033069630348099	0.00000	7.36298	16.18592	13.04717	12.39511	12.32430	7.80718	7.97473	46.23356	27.24005	58.82725	59.32493	33.51678	36.42784	43.90426	75.74361	79.50772	31.91959	70.86118	35.07750	55.55675
2018-05-08 14:43:00	3590433799317661685	0.00000	7.59807	11.12587	13.66219	15.26453	14.13120	7.82900	12.73344	56.36466	47.26993	43.55784	49.52000	74.86812	30.10726	24.04065	62.05840	76.51164	7.49316	67.05662	58.72025	26.49409
2018-05-08 14:44:00	8630330696303481974	1.00000	9.84237	6.35943	10.20453	12.65944	7.78483	15.19028	11.99321	57.21222	50.92840	57.21357	42.54673	63.06715	48.96569	80.99748	99.85029	80.65989	4.49952	45.94068	10.45542	73.25269
2018-05-08 14:45:00	863033069630348024	1.00000	13.03399	7.98306	8.22441	9.01912	10.51092	11.62588	10.71560	48.54579	50.97534	39.26903	63.42643	99.26069	53.77456	12.65083	27.20463	6.04383	97.14257	11.21921	24.12040	78.56817
2018-05-08 14:46:00	863033069630348644	1.00000	11.98125	10.37209	7.90161	10.79398	11.72327	12.58905	10.76427	72.94587	50.51028	56.51410	56.70890	73.84399	63.00213	53.55280	80.67289	48.73941	25.25240	68.24663	4.90264	13.88855
2018-05-08 14:47:00	863033069630348750	1.00000	13.15494	7.80890	9.59534	14.45141	13.08639	12.42201	10.69361	53.95204	32.16149	61.03549	54.42920	76.92259	12.34690	33.90991	48.31437	38.82328	48.69522	28.73664	33.12360	77.93904
2018-05-08 14:48:00	3590433799317662444	0.00000	8.41167	6.67465	13.85719	0.81827	13.14690	10.35057	6.33732	73.92814	53.04128	67.67957	45.29485	91.41067	48.26421	70.87179	9.88322	0.16116	63.61863	84.50453	31.71840	26.69227
2018-05-08 14:49:00	3590433799317661818	1.00000	8.15073	5.95625	14.76035	7.27161	11.48864	12.10673	12.25679	59.46224	42.64781	54.04189	42.28709	43.00842	61.39921	60.74305	78.60275	62.98801	2.94679	44.15357	69.17788	60.51784
2018-05-08 14:50:00	8630330696303481156	1.00000	13.67103	8.77256	10.42702	15.83470	11.93647	13.21007	9.89392	66.46006	58.50379	54.91929	54.83256	83.94789	65.36727	36.55405	21.35767	29.57378	31.20373	87.21027	28.10838	83.73796
2018-05-08 14:51:00	863033069630348214	1.00000	8.88851	8.09998	12.11618	10.90296	12.48453	11.15424	8.16993	72.32245	28.67246	52.50693	43.03296	43.02295	6.79105	25.18104	1.55048	21.26202	5.68716	43.45411	75.01160	38.39462
2018-05-08 14:52:00	8630330696303481941	1.00000	10.66606	6.47386	8.25787	11.54722	11.15543	10.27866	8.70025	58.12493	53.69375	51.95513	52.16490	78.88423	0.72984	8.63502	38.51642	87.34726	82.19917	57.36428	70.22723	20.91954
2018-05-08 14:53:00	8630330696303481164	1.00000	10.46296	7.42704	11.94896	10.38899	9.82900	9.25067	9.02661	55.88820	59.68086	56.47589	49.53930	2.55927	28.57207	81.49265	12.25958	73.92279	92.38067	14.56695	38.60024	2.37055
2018-05-08 14:54:00	3590433799317662402	1.00000	14.58551	6.56137	7.11100	9.41863	8.73221	11.16462	7.81254	54.68266	54.75806	40.02907	41.83268	53.15455	94.09425	4.77671	7.29777	87.89834	35.63178	98.70878	45.77111	21.89694
2018-05-08 14:55:00	8630330696303482162	1.00000	11.80370	13.09025	13.00722	13.60578	17.68795	13.47705	7.97646	50.07986	24.44043	42.77014	61.91643	41.37469	44.10351	67.20650	45.93024	51.37374	35.07236	0.74036	41.33091	94.14480
2018-05-08 14:56:00	863033069630348180	0.00000	10.16656	12.43247	15.22471	7.54353	10.86327	11.53601	13.90825	64.52792	59.65475	54.46308	46.86737	77.38877	73.83915	76.55129	99.45240	48.47402	39.57466	22.58534	26.90103	7.91189
2018-05-08 14:57:00	8630330696303481230	0.00000	7.13292	10.93498	12.17612	12.43589	9.75366	9.69471	8.13173	57.73240	60.51714	12.51410	55.04547	30.52346	28.74750	50.45892	52.62295	96.00097	90.00748	67.73838	31.76185	21.19407
2018-05-08 14:58:00	8630330696303481974	1.00000	7.89981	6.09075	8.93850	12.79425	10.48447	13.23884	10.01025	65.14239	25.06956	24.76798	35.11663	84.14373	11.42930	66.96015	50.89698	23.48221	80.02538	45.51153	22.29402	34.80551
2018-05-08 14:59:00	359043379931766072	0.00000	9.33844	17.79669	13.75291	13.68869	12.90558	9.84179	6.02295	42.67885	54.84166	47.47701	47.77260	79.14561	46.72715	24.44072	10.73942	75.44889	9.36628	3.30930	72.88667	53.70463
2018-05-08 15:00:00	359043379931766999	0.00000	9.13337	12.32256	11.15095	10.15103	12.69402	10.53670	10.34108	61.87093	67.06347	42.39607	54.71229	22.76901	96.78139	93.02779	68.22023	90.09124	90.07986	67.58307	4.31181	48.77030
2018-05-08 15:01:00	8630330696303481891	1.00000	7.98719	10.67610	13.91966	13.79349	12.66772	13.66595	9.11763	50.00820	48.08478	67.87070	51.54230	48.04315	93.68108	8.80861	76.31691	13.08923	85.63226	6.86685	89.61603	15.23601
2018-05-08 15:02:00	8630330696303482337	0.00000	9.02987	7.52503	10.42163	12.07477	10.39722	13.99450	11.01796	55.99163	26.66867	50.40294	50.34717	5.16422	31.64279	73.72436	38.02238	64.77625	65.73897	63.40435	58.48442	42.64785
2018-05-08 15:03:00	8630330696303481339	1.00000	7.08093	8.91503	12.25743	13.14043	13.34583	13.59283	7.63821	53.13510	67.47869	32.87853	27.94727	37.85447	2.43183	62.97659	94.22883	77.40342	92.14752	24.36275	44.55179	99.04892
2018-05-08 15:04:00	3590433799317661701	0.00000	11.14360	12.68195	15.77733	13.36542	11.38890	7.27552	8.44952	75.05167	51.42347	45.89097	61.23264	61.58693	17.56870	39.13870	8.52602	15.68977	49.84548	77.81888	21.93944	11.92786
2018-05-08 15:05:00	863033069630348834	0.00000	5.60374	13.49135	14.14397	8.91961	11.66592	9.35843	9.12268	73.23795	51.65292	68.73085	51.73898	30.64936	55.93564	62.81805	89.76132	58.04932	95.47480	39.41503	55.95803	18.70218
2018-05-08 15:06:00	863033069630348164	1.00000	6.26794	6.36144	12.55077	10.28641	9.01413	10.99397	8.44250	66.39364	62.69912	49.89554	47.29927	55.59911	94.26580	2.53988	48.82488	43.31066	2.75751	13.94990	70.85317	31.78091
2018-05-08 15:07:00	8630330696303481396	1.00000	5.93030	5.08592	11.40826	17.31603	7.96581	13.19371	10.48126	50.80016	41.45157	38.19559	37.07775	70.95857	41.36219	82.17478	4.18987	51.11662	99.55332	35.67478	20.31569	49.49884
2018-05-08 15:08:00	863033069630348594	1.00000	9.89011	9.64813	11.60340	7.24073	11.39186	12.87827	7.27072	76.94553	53.85299	53.88858	29.90464	99.19275	51.03688	78.03910	54.12165	41.96446	38.81422	93.32333	5.88769	53.76507
2018-05-08 15:09:00	3590433799317662220	1.00000	7.32285	10.84781	12.82328	13.69422	14.57755	11.99997	5.62707	62.45657	50.87189	39.59660	41.83210	91.21647	99.05288	41.17979	92.03150	43.19034	79.43138	83.83789	52.79695	54.94188
2018-05-08 15:10:00	3590433799317661065	0.00000	7.67360	12.24185	11.52323	7.18739	14.37844	11.70160	16.62216	53.32193	51.85861	60.26744	51.18560	42.08944	87.66438	37.92996	57.47597	46.90751	17.79425	75.38874	16.27481	67.68964
2018-05-08 15:11:00	8630330696303482212	1.00000	17.23620	8.53928	3.60176	13.71233	8.84742	12.68221	11.79438	64.50094	50.27463	68.26092	66.90098	89.66836	91.88437	37.28694	56.31101	15.95609	8.52400	14.69204	81.46327	35.18839
2018-05-08 15:12:00	3590433799317662048	0.00000	6.59445	8.56631	12.62075	9.81238	11.77408	8.66986	12.35357	65.55107	36.14019	48.93202	50.02775	89.34578	17.88884	54.71581	30.50410	4.44715	44.70053	99.54995	83.10047	73.09041
2018-05-08 15:13:00	3590433799317661487	1.00000	14.07525	7.99741	6.10377	9.86185	13.65312	14.65981	9.36116	56.05525	47.76571	64.08057	66.58335	67.77184	66.16340	32.07660	50.28720	52.61602	16.99781	88.84833	80.34231	55.62786
2018-05-08 15:14:00	863033069630348107	1.00000	10.63104	9.79305	8.25693	9.19930	13.46613	18.08775	10.09178	70.77078	42.14084	49.01869	53.08595	24.46642	69.38084	87.82810	28.38010	41.28362	28.78271	37.84740	43.71895	66.89524
2018-05-08 15:15:00	863033069630348644	1.00000	8.77583	6.60500	11.02439	8.83236	11.16803	10.72059	11.66066	47.35899	44.13918	67.21706	44.58838	33.92519	10.36450	54.05373	26.56066	69.23865	91.74222	2.84778	44.30557	56.32646
2018-05-08 15:16:00	8630330696303481438	1.00000	12.93740	9.70142	6.06637	8.39276	13.23389	15.00484	8.68306	63.10519	32.81695	57.55589	46.45440	0.54148	0.96650	74.30687	95.77392	31.15199	67.23024	11.33845	58.13435	51.35997
2018-05-08 15:17:00	359043379931766767	0.00000	7.64343	12.80149	11.96189	8.84983	15.39999	15.12315	14.43187	68.95261	42.18402	50.89414	45.67956	29.85456	62.62691	99.17218	69.80165	80.17816	80.57849	88.04592	35.68102	84.72094
2018-05-08 15:18:00	863033069630348164	1.00000	15.30135	9.09433	6.07380	11.77553	13.60075	15.97036	11.27479	57.41831	36.25299	29.19713	49.20487	90.78390	68.46097	95.66112	39.14407	89.12822	34.63184	24.02403	21.33376	23.47030
2018-05-08 15:19:00	3590433799317661560	1.00000	9.66842	7.16008	12.06214	15.11423	12.61176	11.36540	9.19284	65.88487	32.72647	51.98356	41.14335	50.10381	51.79017	57.70387	56.61511	36.83100	39.27637	41.07863	22.76905	92.15564
2018-05-08 15:20:00	3590433799317662485	1.00000	8.52068	11.35566	10.63909	13.24457	13.77785	14.67123	5.89525	51.73727	42.93221	28.71524	66.40234	82.92368	70.70225	38.56888	13.28755	18.90213	97.69334	63.28511	37.73933	96.36175
2018-05-08 15:21:00	8630330696303482030	1.00000	3.41378	9.37198	10.33164	10.46362	14.82216	13.45490	1.94169	57.12760	27.67635	42.37675	38.25917	41.42297	62.37319	55.33708	10.96202	11.15643	4.13444	41.49137	55.62025	62.27848
2018-05-08 15:22:00	359043379931766627	0.00000	7.02775	9.96929	15.38151	10.06375	9.18151	12.93821	13.64620	39.62964	50.64881	68.23602	33.94815	73.01186	52.47131	74.28673	93.34625	54.86714	41.88363	91.87622	80.77031	29.09416
2018-05-08 15:23:00	8630330696303482378	1.00000	6.87175	8.77482	13.53216	13.32340	11.07056	11.95312	8.57606	61.39079	71.26064	52.50567	53.48905	71.71806	91.00984	28.56080	7.63541	1.40668	5.85472	25.47123	84.34078	7.94881
2018-05-08 15:24:00	3590433799317661461	0.00000	5.59066	9.19931	13.81593	13.52642	11.07911	13.01059	8.87878	61.33550	58.99938	50.91123	35.77962	17.30877	48.53275	16.51709	16.62206	61.39025	73.17128	60.21364	87.52735	37.65390
2018-05-08 15:25:00	359043379931766783	1.00000	3.60210	12.12120	13.66109	15.57721	13.12246	14.31198	3.90345	69.90061	52.27961	50.21893	49.47640	85.52068	25.09002	90.46950	49.97049	43.10065	51.95974	51.64950	8.94972	13.90403
2018-05-08 15:26:00	359043379931766460	0.00000	9.94319	11.38805	12.14425	12.22298	13.42383	6.25712	7.18275	68.11002	67.20388	46.49400	41.38372	37.97217	43.64871	20.52340	32.45634	73.43733	66.37579	28.72760	96.72363	49.40985
2018-05-08 15:27:00	3590433799317661446	0.00000	11.71826	11.78041	12.55225	10.00233	10.93937	6.91849	9.19881	52.31537	41.16264	44.03474	54.51529	77.75642	61.94732	59.26007	10.12952	78.44160	52.93854	99.70175	60.88424	89.48628
2018-05-08 15:28:00	359043379931766361	1.00000	11.41409	9.88026	7.90806	10.40296	13.98406	12.55489	11.28930	87.30863	46.08331	28.73537	22.53180	76.93844	37.19582	3.39588	15.85703	59.71453	65.68035	23.99312	86.78998	8.20829
2018-05-08 15:29:00	3590433799317662071	0.00000	8.33815	10.53636	13.42720	12.07236	11.52515	15.24945	10.96835	47.22726	64.36520	44.57707	45.36589	90.15756	39.57709	27.62064	96.44736	45.74483	7.34381	16.93325	69.64711	72.32353
2018-05-08 15:30:00	8630330696303481149	1.00000	4.05511	8.58773	13.26525	12.55551	10.48999	14.52781	8.59720	49.79194	43.54976	43.28538	56.69544	96.77455	58.24385	46.79103	68.69821	14.62275	32.13910	30.00112	50.43360	1.38402
2018-05-08 15:31:00	3590433799317662444	1.00000	15.55439	11.42081	6.00792	7.77440	13.83232	14.58265	7.09796	57.65712	47.45125	73.42597	29.53262	15.37530	62.76967	45.02786	4.60561	47.79540	33.48621	7.03194	24.69976	77.88754
2018-05-08 15:32:00	8630330696303482113	0.00000	11.15621	12.05528	11.87917	7.16439	13.25619	12.48091	12.53417	69.04134	66.82705	33.17728	60.42431	13.02510	31.34876	94.43914	58.48136	89.28607	2.98201	80.82355	27.61991	78.32892
2018-05-08 15:33:00	3590433799317662055	1.00000	11.14246	7.02741	13.74899	11.84820	10.73374	10.94192	12.24568	35.91225	53.41637	51.27403	34.67977	23.86889	7.24808	53.41615	10.77985	82.24468	25.66585	80.66008	34.39119	45.77868
2018-05-08 15:34:00	863033069630348875	1.00000	14.99877	5.57958	12.45831	12.43932	9.69852	10.40023	11.97213	65.29681	42.06578	55.25683	36.70726	40.46717	84.31125	4.19412	49.22327	63.95712	81.22541	15.48986	25.73042	76.77870
2018-05-08 15:35:00	3590433799317661768	1.00000	13.02865	11.18053	8.62108	8.19804	15.76090	13.64823	7.22871	52.71264	47.61996	39.45540	46.15004	32.62157	78.35941	53.73071	68.89659	69.19925	91.14130	44.09130	30.85991	77.38601
2018-05-08 15:36:00	863033069630348842	0.00000	10.74575	11.73273	11.07297	10.72193	13.83861	12.37308	14.41210	65.76094	43.33123	43.96766	35.17262	71.93121	81.10888	22.10534	99.13130	80.31906	32.34398	82.80984	6.26731	55.93563
2018-05-08 15:37:00	3590433799317661149	1.00000	10.21965	8.77143	11.87601	7.65578	10.09781	9.95775	7.61169	41.48196	42.73354	41.56424	61.71897	66.25426	46.82839	42.73917	96.17255	58.88179	50.45159	26.81399	43.39649	20.77205
2018-05-08 15:38:00	3590433799317661677	1.00000	10.75345	9.29362	13.76881	10.54196	10.04314	8.91452	9.61137	68.77739	63.73542	72.56465	36.29893	78.55305	11.63444	10.72583	90.10858	78.25587	69.53651	15.48707	72.62202	56.66689
2018-05-08 15:39:00	863033069630348396	0.00000	8.54436	15.82783	10.60675	12.12237	13.08451	12.58612	6.60921	66.27588	49.07266	58.10206	46.05340	23.20653	34.77315	81.48973	21.21482	73.58223	21.77766	54.97012	10.85486	92.70846
2018-05-08 15:40:00	863033069630348438	0.00000	9.54023	9.63139	9.60632	9.72890	14.55555	13.25967	13.17705	68.52733	54.35062	45.55036	55.30927	7.00111	43.90232	51.81390	6.38240	16.43553	29.53758	29.12784	72.56378	11.67099
2018-05-08 15:41:00	359043379931766635	1.00000	15.04207	13.25069	6.58977	11.65631	15.53199	14.78060	7.35539	54.88327	65.57742	41.72118	34.51727	27.04789	81.52378	14.09013	31.93922	50.90903	91.01148	96.89300	74.81681	50.88404
2018-05-08 15:42:00	3590433799317661685	1.00000	7.27804	7.92376	14.69761	11.94972	11.89733	9.99859	9.74302	71.75486	58.71596	54.94251	24.97592	29.57959	72.76170	47.64295	98.04852	35.69797	28.40836	63.22392	15.62592	53.89141
2018-05-08 15:43:00	3590433799317662337	1.00000	13.85426	13.71263	7.37494	8.87580	18.17474	17.19229	8.17025	62.57524	61.24673	56.87233	52.51254	34.86257	2.71163	91.44767	16.49535	67.24935	30.95057	14.90812	28.65784	63.67942
2018-05-08 15:44:00	3590433799317662063	1.00000	13.03106	8.18532	7.83199	8.10761	10.93460	11.36497	7.62406	66.28941	60.97136	54.08934	11.55122	55.16573	38.40421	26.57349	25.02142	14.00042	28.87466	54.16076	93.03367	22.63043
2018-05-08 15:45:00	863033069630348040	0.00000	11.01627	13.65324	14.06866	11.86921	15.11308	6.68439	11.40712	68.60107	49.22429	56.25471	64.30809	59.66787	24.98889	34.93261	89.77511	70.14953	55.23921	80.76747	33.46696	54.18366
2018-05-08 15:46:00	359043379931766783	1.00000	6.85058	8.44263	11.08840	13.70365	9.40796	15.92957	9.14203	62.18309	59.87484	31.72135	48.34984	13.01695	81.44143	53.42877	13.53110	70.53266	46.75056	25.25758	37.48012	87.95955
2018-05-08 15:47:00	3590433799317661370	1.00000	12.92207	12.29183	8.09248	8.67536	17.26480	15.34655	8.42783	62.40921	41.41464	42.20128	35.71754	5.75923	72.15238	5.30620	7.13349	68.02730	79.38674	71.76689	20.77632	22.75353
2018-05-08 15:48:00	359043379931766403	0.00000	12.80701	15.32038	12.38981	11.82272	12.29146	8.26813	7.32981	63.57995	37.73984	44.45326	37.32707	57.49045	66.43880	98.73632	40.10861	96.46331	55.79067	79.60949	28.20764	30.43197
2018-05-08 15:49:00	863033069630348933	1.00000	16.94581	9.91214	7.51477	10.18821	9.13492	9.04997	9.51981	68.05244	52.46627	58.68492	46.85838	84.86121	22.24988	76.81986	51.58185	49.40909	86.30876	81.86089	11.37326	41.48750
2018-05-08 15:50:00	3590433799317661370	1.00000	11.33337	7.30144	5.89368	6.28362	14.38302	15.99711	5.30592	54.21342	46.35164	44.38469	45.74292	50.75320	65.05807	38.29618	24.62854	17.27562	86.54383	54.91479	74.72407	82.84233
2018-05-08 15:51:00	359043379931766270	1.00000	10.23206	5.03149	11.75549	9.29721	9.25279	11.48431	9.37484	55.38557	68.81167	55.96465	35.42995	98.30196	39.49028	25.09449	2.64120	13.77880	26.84160	75.60505	27.72142	75.89960
2018-05-08 15:52:00	8630330696303482352	0.00000	10.18348	10.72101	12.02375	14.59054	11.39797	14.46850	8.69333	54.66415	60.87279	45.69018	37.87409	88.33894	67.93749	9.83667	31.01827	81.59580	87.27543	36.36347	26.91661	73.61772
2018-05-08 15:53:00	359043379931766478	1.00000	10.81572	9.32753	11.95819	7.77914	11.97643	13.03388	7.26573	66.12135	30.04221	51.90500	59.82686	94.19886	66.39104	30.69783	79.67347	36.04621	55.23416	77.45658	6.01539	17.40061
2018-05-08 15:54:00	8630330696303481511	1.00000	8.70763	6.85294	13.88059	12.36284	11.76114	9.75225	10.42485	53.88755	60.73240	54.50690	53.86221	95.26039	32.99907	75.14157	41.38571	1.25693	2.60491	62.07921	54.13568	20.55458
2018-05-08 15:55:00	863033069630348677	1.00000	14.21421	7.66600	7.50413	8.91574	10.66953	13.64592	10.07007	59.78228	33.05867	53.99972	53.22075	16.27306	13.67512	96.47921	99.97723	22.24544	62.16273	49.42971	89.70930	20.79578
2018-05-08 15:56:00	3590433799317662105	1.00000	7.67766	12.87332	14.13004	12.82546	11.82279	6.82442	5.75949	65.73718	57.78205	28.78058	57.99151	40.90839	53.46671	85.45561	44.92958	43.81172	47.51152	42.71231	91.36999	12.19553
2018-05-08 15:57:00	3590433799317662287	0.00000	10.82596	9.74364	11.59040	13.45434	11.32559	14.68499	8.67191	65.97305	56.26962	43.16047	30.90203	95.92873	34.42896	17.03109	71.04079	33.96077	6.89929	98.80522	18.76386	97.24930
2018-05-08 15:58:00	3590433799317661214	0.00000	10.68151	10.57185	8.06270	9.51771	16.86230	13.00072	13.31363	58.76995	51.51425	73.20705	50.72256	93.94723	99.83075	90.04627	24.35023	48.40115	4.47508	90.14964	91.78990	22.08666
2018-05-08 15:59:00	8630330696303482089	1.00000	11.87601	10.21778	10.37167	11.72416	12.97686	12.82869	7.01206	57.19983	70.70157	66.39982	49.46447	57.20960	72.18992	83.89944	45.17643	11.45810	25.14767	28.85629	98.88136	36.84333
2018-05-08 16:00:00	8630330696303481107	0.00000	11.26885	9.21955	10.91396	13.90019	11.94205	16.18398	9.67929	52.60227	58.60865	43.90780	48.41100	6.31383	15.88134	1.99679	80.38742	41.74892	39.28523	86.74633	90.03347	12.99521
2018-05-08 16:01:00	863033069630348149	1.00000	15.13975	8.33012	6.15786	10.28776	11.81859	11.87718	10.58813	29.96967	42.55329	66.30476	47.85070	91.75618	63.83238	85.40961	47.30712	51.87017	39.72999	92.79681	86.02030	11.11828
2018-05-08 16:02:00	863033069630348966	1.00000	10.27690	9.96436	10.09687	13.35712	10.00424	8.79266	6.87593	71.34521	49.51254	41.77944	41.76679	59.95656	58.10365	63.13506	25.29115	11.99556	52.03865	93.13567	89.77358	97.65153
2018-05-08 16:03:00	8630330696303481446	0.00000	6.33212	14.19409	11.84883	12.17476	12.29281	10.92616	9.31600	51.94741	41.32130	43.25098	59.55885	53.41340	47.91743	77.24924	59.13877	2.75431	15.28416	39.82106	73.21162	30.34898
2018-05-08 16:04:00	8630330696303481586	1.00000	10.82524	7.78032	11.93871	12.05042	10.19396	13.09377	11.89598	52.87096	59.61473	48.59953	53.38929	99.48669	42.85218	61.96711	68.41397	55.71128	51.79333	17.51662	36.89295	78.90585
2018-05-08 16:05:00	359043379931766692	1.00000	9.33655	8.14713	14.95643	11.91142	13.17275	10.49551	11.82615	76.34236	34.94480	67.03609	33.90376	96.67720	55.49587	29.85998	92.45021	22.65107	86.48162	82.82798	23.48609	82.97640
2018-05-08 16:06:00	3590433799317661941	1.00000	9.06178	7.38114	11.79615	5.34094	10.53938	10.63843	5.93723	56.53122	39.33370	60.01301	45.78710	46.48937	40.45366	16.27607	32.19495	52.56313	83.89432	86.66916	86.34638	36.69417
2018-05-08 16:07:00	8630330696303481933	1.00000	12.38687	7.06672	11.16928	10.50170	11.15999	12.03271	9.24700	59.94957	26.94673	43.53039	27.03133	69.07776	84.29972	70.11834	76.52790	7.23240	31.15233	32.76350	45.16304	61.25943
2018-05-08 16:08:00	863033069630348396	0.00000	8.56838	13.43470	10.26824	8.52813	14.11937	10.74985	11.13520	41.51060	50.16759	49.91311	49.63955	13.10562	36.67477	37.02390	5.56562	44.82776	88.67926	46.62468	22.29101	12.36845
2018-05-08 16:09:00	8630330696303481685	1.00000	14.05313	11.37071	8.28791	11.05118	12.83144	14.41405	9.33360	53.43056	28.19511	66.37206	57.08802	12.01556	55.84665	35.00865	1.88777	94.45367	71.04790	48.19690	64.26462	33.46137
2018-05-08 16:10:00	8630330696303482121	0.00000	8.86650	11.54427	14.09790	13.31902	10.80834	8.98694	11.55876	58.84470	63.71829	41.45820	29.82192	28.64410	55.87250	98.36026	48.72140	12.36362	22.11423	22.58956	2.25067	77.93392
2018-05-08 16:11:00	3590433799317661974	0.00000	9.22284	12.57685	13.23833	8.46037	10.18022	8.02836	13.54388	51.24497	52.26480	45.34257	22.91910	22.20416	48.04150	22.62867	24.65117	44.73807	86.68275	93.26071	28.42133	82.86857
2018-05-08 16:12:00	8630330696303481354	1.00000	6.45505	10.78165	9.84739	15.80067	15.18997	15.51409	7.05126	67.79815	5.57515	57.22102	54.31602	33.72051	49.88868	30.61215	37.17864	8.05131	43.49040	1.54462	1.15742	96.93218
2018-05-08 16:13:00	8630330696303482451	0.00000	9.34019	15.23656	14.36809	7.63306	12.46934	10.21621	13.41015	37.13982	32.90544	75.61682	43.18370	86.16467	49.48098	80.32027	75.26622	4.67803	20.90032	32.65606	51.08294	32.46538
2018-05-08 16:14:00	8630330696303481115	0.00000	8.91038	12.80445	13.40810	14.22378	13.49552	7.05431	10.58949	60.90283	73.22116	61.29406	51.77431	41.87556	29.46682	74.34478	82.19333	42.88702	20.79594	17.41561	45.86816	86.42606
2018-05-08 16:15:00	863033069630348347	0.00000	8.71128	13.30632	11.96038	10.55724	12.10884	6.61459	6.92307	87.57214	48.38456	37.32225	36.43493	19.91644	73.00439	90.81734	6.91369	11.29652	10.05986	64.45690	39.52544	8.37309
2018-05-08 16:16:00	8630330696303482246	1.00000	11.19071	7.08005	10.42086	11.88658	7.77781	14.88913	10.74037	62.08653	61.22993	44.45693	35.07613	85.05147	5.77124	21.84336	45.30796	15.40415	18.54594	90.24981	33.84363	76.51164
2018-05-08 16:17:00	359043379931766494	1.00000	14.13867	11.61970	8.57105	7.79694	12.63602	14.34355	6.87690	48.73300	54.62884	52.48010	38.86121	59.88207	94.46801	31.67940	4.04381	10.66622	2.04377	40.42533	15.23233	13.54925
2018-05-08 16:18:00	863033069630348412	1.00000	12.17951	7.52187	9.04602	9.31063	8.92454	10.85159	9.23796	57.52354	43.44469	58.68749	17.57629	35.54297	36.92134	95.68027	81.30986	18.96719	7.48502	44.11917	25.34660	80.01955
2018-05-08 16:19:00	8630330696303481453	1.00000	11.18049	8.26351	11.83437	10.74125	13.60872	11.78693	8.88835	56.59929	54.46613	59.26758	40.18971	59.55789	18.94033	60.13083	18.32460	89.48940	47.52389	20.83679	89.48411	25.49410
2018-05-08 16:20:00	8630330696303481693	1.00000	12.05708	8.25094	6.05674	7.20792	12.21698	13.56917	6.76660	57.59808	59.85959	50.27975	62.56144	29.56816	93.62987	67.98735	27.85098	16.25681	88.86214	98.68571	13.66387	37.81433
2018-05-08 16:21:00	863033069630348156	0.00000	6.95414	13.36753	13.60620	7.50305	10.11422	7.01899	12.12704	40.82780	78.84703	51.82452	48.32824	26.88312	20.64682	17.20547	49.77454	63.39420	76.85251	0.98079	71.13206	1.24725
2018-05-08 16:22:00	863033069630348602	1.00000	10.51534	7.90309	8.54867	7.65667	13.36592	11.33662	6.93315	73.66018	82.66709	34.05268	48.26994	33.59266	94.43186	27.09688	29.56058	74.73497	80.45579	13.66743	11.25479	23.48279
2018-05-08 16:23:00	8630330696303481933	0.00000	7.09967	10.64729	12.70274	11.90671	11.25102	5.01115	7.46811	53.01571	51.49042	20.94820	50.07143	17.47139	77.84293	55.29717	54.99322	44.85951	64.56020	78.88681	2.19761	99.83786
